FullName,Party,Constituency,Term
Samaras Antonios ,NEA DIMOKRATIA,Messinia,14
Samaras Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Florina,14
Samoilis Stefanos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Corfu,14
Senetakis Maximos ,NEA DIMOKRATIA,Iraklio,14
Siois Nikitas ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Serres,14
Skandalidis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,14
Skondra Asimina ,NEA DIMOKRATIA,Karditsa,14
Skrekas Konstantinos ,NEA DIMOKRATIA,Trikala,14
Smoloktos Nikolaos ,ANEXARTITOI ELLINES (Independent Hellenes),Drama,14
Soldatos Theodoros ,NEA DIMOKRATIA,Lefkada,14
Spiliotopoulos Aristovoulos (Aris) ,NEA DIMOKRATIA,Athens B,14
Staikouras Christos ,NEA DIMOKRATIA,Fthiotida,14
Stamatis Dimitrios ,ANEXARTITOI ELLINES (Independent Hellenes),Aitoloαkarnania,14
Stamenitis Dionysios ,NEA DIMOKRATIA,Pella,14
Stampolidis Konstantinos ,KOMMOUNISTIKO KOMMA ELLADAS,Kozani,14
Stathakis Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Chania,14
Stathas Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Viotia,14
Stratoulis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,14
Stylianidis Evripidis ,NEA DIMOKRATIA,Rodopi,14
Stylios Georgios ,NEA DIMOKRATIA,Arta,14
Syntychakis Emmanouil D,KOMMOUNISTIKO KOMMA ELLADAS,Iraklio,14
Syrmalenios Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Cyclades,14
Tagaras Nikolaos ,NEA DIMOKRATIA,Korinthia,14
Taliadouros Spyridon ,NEA DIMOKRATIA,Karditsa,14
Tampaki - Sofronof Ioanna ,KOMMOUNISTIKO KOMMA ELLADAS,Imathia,14
Tassoulas Constantine An.,NEA DIMOKRATIA,Ioannina,14
Tatsopoulos Petros-Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,14
Theleriti Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Korinthia,14
Theopeftatou Afroditi ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kefallonia,14
Tolkas Angelos Charalampou,PA.SO.K. (Panhellenic Socialist Movement),Imathia,14
Tragakis Ioannis ,NEA DIMOKRATIA,Piraeus B,14
Triantafyllos Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Chios,14
Tsakalotos Efkleidis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,14
Tsiaras Konstantinos ,NEA DIMOKRATIA,Karditsa,14
Tsikardani Theodora ,DHM.AR (Democratic Left),Kozani,14
Tsiokas Theocharis (Charis) ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,14
Tsipras Alexios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,14
Tsonis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,14
Tsoukalis Nikolaos ,DHM.AR (Democratic Left),Achaia,14
Tsoumanis Dimitrios ,NEA DIMOKRATIA,Preveza,14
Tzakri Theodora E.,PA.SO.K. (Panhellenic Socialist Movement),Pella,14
Tzavaras Konstantinos ,NEA DIMOKRATIA,Ileia,14
Valavani Olga - Nantia ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,14
Vamvaka Evgenia (Tzeni) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus B,14
Varemenos Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Aitoloαkarnania,14
Varvitsiotis Miltiadis ,NEA DIMOKRATIA,Athens B,14
Venizelos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,14
Virvidakis Kyriakos ,NEA DIMOKRATIA,Chania,14
Vlachogiannis Ilias ,NEA DIMOKRATIA,Trikala,14
Vlachos Georgios ,NEA DIMOKRATIA,Attica,14
Vlachveis Menelaos ,NEA DIMOKRATIA,Serres,14
Vogiatzis Pavlos ,NEA DIMOKRATIA,Lesvos,14
Voloudakis Manousos - Konstantinos ,NEA DIMOKRATIA,Chania,14
Voridis Mavroudis (Makis) ,NEA DIMOKRATIA,Attica,14
Voudouris Odyssefs - Nikos ,DHM.AR (Democratic Left),Athens B,14
Vouldis Ioannis ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens A,14
Voultepsi Sofia ,NEA DIMOKRATIA,Athens B,14
Voulvoukeli Vasiliki - Rafaela ,ANEXARTITOI ELLINES (Independent Hellenes),Athens B,14
Voutsinos Marios ,ANEXARTITOI ELLINES (Independent Hellenes),Cyclades,14
Voutsis Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,14
Vroutsis Ioannis ,NEA DIMOKRATIA,Cyclades,14
Xanthos Andreas ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Rethymno,14
Xirotyri - Aikaterinari Asimina ,DHM.AR (Democratic Left),Thessaloniki A,14
Xoulidou Stavroula ,ANEXARTITOI ELLINES (Independent Hellenes),Thessaloniki B,14
Ypsilantis Vasileios - Niikolaos ,NEA DIMOKRATIA,Dodecanese Islands,14
Zacharias Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Arcadia,14
Zaroulia Eleni ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens B,14
Zeimpek Chousein ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Xanthi,14
Zerdelis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Lesvos,14
Ziogas Ioannis ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki A,14
Zisimopoulos Polyvios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Thessaloniki B,14
Zois Christos ,ANEXARTITOI ELLINES (Independent Hellenes),Larissa,14
Agathopoulou Eirini - Eleni ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kilkis,15
Aidonis Christos ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Drama,15
Alexopoulos Apostolos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Alexopoulos Chrysovalantis ,INDEPENDENT,Larissa,15
Amanatidis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,15
Ammanatidou - (Paschalidou) Evangelia (Litsa) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki B,15
Anagnostakis Dimitrios ,DHM.AR (Democratic Left),Evia,15
Anagnostopoulos Georgios Theodorou,NEA DIMOKRATIA,Karditsa,15
Anastasiadis Savvas ,NEA DIMOKRATIA,Thessaloniki B,15
Andrianos Ioannis ,NEA DIMOKRATIA,Argolida,15
Androulakis Dimitrios (Mimis) ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Athens B,15
Antoniou Maria ,NEA DIMOKRATIA,Kastoria,15
Apostolou Evangelos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Evia,15
Arampatzi Foteini ,NEA DIMOKRATIA,Serres,15
Arvanitis - Avramis Michail ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Achaia,15
Arvanitopoulos Konstantinos ,NEA DIMOKRATIA,Piraeus A,15
Asimakopoulou Anna-Misel ,NEA DIMOKRATIA,Ioannina,15
Athanasiou Athanasios (Nasos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,15
Athanasiou Charalampos ,NEA DIMOKRATIA,State,15
Avgenakis Eleftherios ,NEA DIMOKRATIA,Iraklio,15
Avgerinopoulou Dionysia - Theodora ,NEA DIMOKRATIA,Ileia,15
Avlonitou Eleni ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Avramidis Gavriil ,ANEXARTITOI ELLINES (Independent Hellenes),Thessaloniki A,15
Bakoyannis Theodora (Dora) ,NEA DIMOKRATIA,State,15
Barkas Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Preveza,15
Barmparousis Konstantinos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Aitoloαkarnania,15
Basiakos Evangelos ,NEA DIMOKRATIA,Viotia,15
Batsara Georgia ,NEA DIMOKRATIA,Imathia,15
Bezas Antonios ,NEA DIMOKRATIA,Thesprotia,15
Bolari Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,15
Bolaris Markos ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Serres,15
Boukouras Efstathios ,INDEPENDENT,Korinthia,15
Bouras Athanasios ,NEA DIMOKRATIA,Attica,15
Brianis Dimitrios ,NEA DIMOKRATIA,Fthiotida,15
Chaikalis Pavlos ,ANEXARTITOI ELLINES (Independent Hellenes),Attica,15
Chalvatzis Spyridon ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,15
Charakopoulos Maximos ,NEA DIMOKRATIA,Larissa,15
Charalampidou Despoina ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,15
Chatzi Osman Achmet ,PA.SO.K. (Panhellenic Socialist Movement),Rodopi,15
Chatzidakis Konstantinos (Kostis) ,NEA DIMOKRATIA,Athens B,15
Chatzilamprou Vasileios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Achaia,15
Chatzisofia Anna ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Christofilopoulou Paraskevi (Evi) ,PA.SO.K. (Panhellenic Socialist Movement),Attica,15
Christogiannis Dimitrios ,NEA DIMOKRATIA,Pieria,15
Chrysochoidis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,15
Chrysoveloni Marina ,ANEXARTITOI ELLINES (Independent Hellenes),Magnesia,15
Damavolitis Constantinos ,ANEXARTITOI ELLINES (Independent Hellenes),Iraklio,15
Davakis Athanasios ,NEA DIMOKRATIA,Lakonia,15
Deiktakis Georgios ,NEA DIMOKRATIA,Iraklio,15
Dendias Nikolaos - Georgios ,NEA DIMOKRATIA,Corfu,15
Dermentzopoulos Alexandros ,NEA DIMOKRATIA,Evros,15
Dermitzakis Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Lasithi,15
Diakaki Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Iraklio,15
Diamantopoulos Evangelos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kastoria,15
Dimaras Ioannis ,ANEXARTITOI ELLINES (Independent Hellenes),Athens B,15
Dimas Christos ,NEA DIMOKRATIA,Korinthia,15
Dimas Pyrros ,PA.SO.K. (Panhellenic Socialist Movement),State,15
Dioti Iro ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Larissa,15
Dragasakis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Dritsas Theodoros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus A,15
Dritseli Panagiota ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Trikala,15
Drivelegkas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Halkidiki,15
"Fotiou Theano V,",SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,15
Founta Niki ,DHM.AR (Democratic Left),Aitoloαkarnania,15
Gaitani Ioanna ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,15
Gakis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Dodecanese Islands,15
Gelalis Dimitris ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Larissa,15
Georgantas Georgios Pavlos,NEA DIMOKRATIA,Kilkis,15
Georgiadis Spyridon - Adonis ,NEA DIMOKRATIA,Athens B,15
Georgopoulou - Saltari Efstathia (Efi) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ileia,15
Gerasimidou Eleni ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki B,15
Germanidis Athanasios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Florina,15
Germenis Georgios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens B,15
Gerontopoulos Kyriakos ,NEA DIMOKRATIA,Evros,15
Gerovasili Olga ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Arta,15
Giakoumatos Gerasimos ,NEA DIMOKRATIA,Athens B,15
Giannakaki Maria ,DHM.AR (Democratic Left),Piraeus B,15
Giatagana Chrysoula - Maria ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Thessaloniki A,15
Giovanopoulos Konstantinos ,INDEPENDENT,Imathia,15
Gkerekou Angeliki ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,15
Gkiokas Ioannis ,KOMMOUNISTIKO KOMMA ELLADAS,Attica,15
Gkioulekas Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,15
Gkokas Christos ,PA.SO.K. (Panhellenic Socialist Movement),Arta,15
Gregos Antonios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Thessaloniki A,15
Grigorakos Leonidas ,PA.SO.K. (Panhellenic Socialist Movement),Lakonia,15
Iakovidou Panagiota (Tania) ,NEA DIMOKRATIA,Athens B,15
Iatridi Tsampika (Mika) ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Dodecanese Islands,15
Igglezi Aikaterini ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Halkidiki,15
Iliopoulos Panagiotis ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Magnesia,15
Ioannidis Ioannis ,NEA DIMOKRATIA,Thessaloniki A,15
Kafantari Charoula (Chara) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Kaklamanis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,15
Kaklamanis Nikitas ,NEA DIMOKRATIA,Athens A,15
Kalafatis Stavros Athanasios,NEA DIMOKRATIA,Thessaloniki A,15
Kalantzis Georgios ,NEA DIMOKRATIA,Kavala,15
Kalogeri Agni ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Samos,15
Kalogiannis Stavros ,NEA DIMOKRATIA,Ioannina,15
Kammenos Panagiotis (Panos) ,ANEXARTITOI ELLINES (Independent Hellenes),Athens B,15
Kanelli Garyfallia (Liana) ,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,15
Kanellopoulou Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Achaia,15
Kapernaros Vasileios ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Athens B,15
Kara Giousouf Aichan ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Rodopi,15
Karagiannidis Christos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Drama,15
Karagkounis Konstantinos ,NEA DIMOKRATIA,Aitoloαkarnania,15
Karamanli Anna Arcadios,NEA DIMOKRATIA,Athens B,15
Karamanlis Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,15
Karampelas Ioannis ,NEA DIMOKRATIA,Viotia,15
Karanasios Efthymios ,NEA DIMOKRATIA,Halkidiki,15
Karaoglou Theodoros ,NEA DIMOKRATIA,Thessaloniki B,15
Karasmanis Georgios ,NEA DIMOKRATIA,Pella,15
Karathanasopoulos Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Achaia,15
Kasapidis Georgios ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Kozani,15
Kasidiaris Ilias ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Attica,15
Kassis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,15
Katrivanou Vasiliki ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Katsafados Konstantinos ,NEA DIMOKRATIA,Piraeus A,15
Katsotis Christos ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,15
Kedikoglou Symeon (Simos) ,NEA DIMOKRATIA,Evia,15
Kedikoglou Symeon A.,PA.SO.K. (Panhellenic Socialist Movement),Evia,15
Kefalogianni Olga ,NEA DIMOKRATIA,Athens A,15
Kefalogiannis Ioannis Ach.,NEA DIMOKRATIA,Rethymno,15
Kegkeroglou Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,15
Kellas Christos ,NEA DIMOKRATIA,Larissa,15
Kikilias Vasileios ,NEA DIMOKRATIA,Athens A,15
Kleitsiotis Konstantinos ,NEA DIMOKRATIA,Kavala,15
Kodelas Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Argolida,15
Kollias Konstantinos Taxiarchou,NEA DIMOKRATIA,Korinthia,15
Kollia-Tsaroucha Maria ,ANEXARTITOI ELLINES (Independent Hellenes),Serres,15
Konsolas Emmanouil N,NEA DIMOKRATIA,Dodecanese Islands,15
Konstantinidis Efstathios ,NEA DIMOKRATIA,Florina,15
Konstantinidis Theodosios ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki A,15
Konstantinopoulos Odysseas ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,15
Konstantopoulos Georgios ,NEA DIMOKRATIA,Pieria,15
Konstantopoulou Zoe ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,15
Kontogeorgos Konstantinos ,NEA DIMOKRATIA,Evrytania,15
Kontogiannis Georgios ,NEA DIMOKRATIA,Ileia,15
Kontonis Charalampos-Stavros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Zakynthos,15
Kontos Alexandros ,NEA DIMOKRATIA,Xanthi,15
Kopsacheilis Timoleon ,NEA DIMOKRATIA,Grevena,15
Kouik Terens - Spenser - Nikolaos ,ANEXARTITOI ELLINES (Independent Hellenes),State,15
Koukodimos Konstantinos ,NEA DIMOKRATIA,Pieria,15
Koukoulopoulos Paraskevas (Paris) ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,15
Koukoutsis Dimitrios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Messinia,15
Kountoura Elena ,ANEXARTITOI ELLINES (Independent Hellenes),Athens A,15
Kourakis Anastasios (Tasos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,15
Kourakos Ioannis ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Piraeus B,15
Kouroumplis Panagiotis ELEF.,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Koutsogiannakopoulos Konstantinos ,NEA DIMOKRATIA,Fthiotida,15
Koutsoukos Giannis ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,15
Koutsoumpas Andreas ,NEA DIMOKRATIA,Viotia,15
Kouvela Fotini ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Kouvelis Fotios - Fanourios ,DHM.AR (Democratic Left),Athens B,15
Kouzilos Nikolaos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Piraeus A,15
Kremastinos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,15
Kritsotakis Michail ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Iraklio,15
Kyriakakis Vasileios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Fthiotida,15
Kyriazidis Dimitrios ,NEA DIMOKRATIA,Drama,15
Kyritsis Georgios ,DHM.AR (Democratic Left),Trikala,15
Lafazanis Panagiotis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus B,15
Lagos Ioannis ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Piraeus B,15
Lampropoulos Ioannis ,NEA DIMOKRATIA,Messinia,15
Lamproulis Georgios ,KOMMOUNISTIKO KOMMA ELLADAS,Larissa,15
Lazaridis Chrysanthos ,NEA DIMOKRATIA,State,15
Leontaridis Theofilos ,NEA DIMOKRATIA,Serres,15
Loverdos Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,15
Lykoudis Spyridon ,DHM.AR (Democratic Left),State,15
Lykourentzos Andreas ,NEA DIMOKRATIA,Arcadia,15
Makri Rachil ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Kozani,15
Makri Zoi (Zetta) ,NEA DIMOKRATIA,Magnesia,15
Makri-Theodorou Eleni ,NEA DIMOKRATIA,Fthiotida,15
Mandreka Aspasia ,NEA DIMOKRATIA,Fokida,15
Maniatis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Argolida,15
Mani-Papadimitriou Anna ,NEA DIMOKRATIA,Pieria,15
Manolakou Diamanto ,KOMMOUNISTIKO KOMMA ELLADAS,Piraeus B,15
Mantas Christos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ioannina,15
Marinos Andreas ,NEA DIMOKRATIA,Ileia,15
Markogiannakis Christos ,NEA DIMOKRATIA,Chania,15
Markopoulos Konstantinos ,NEA DIMOKRATIA,Evia,15
Markou Aikaterini ,INDEPENDENT,Thessaloniki B,15
Martinou Georgia ,NEA DIMOKRATIA,Attica,15
Matthaiopoulos Artemios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Serres,15
Meikopoulos Alexandros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Magnesia,15
Meimarakis Evangelos - Vasileios ,NEA DIMOKRATIA,Athens B,15
Melas Panagiotis ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Piraeus A,15
Melas Panagiotis ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Piraeus A,15
Michalakis Nikolaos Ilia,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Karditsa,15
Michaloliakos Nikolaos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens A,15
Michelakis Ioannis ,NEA DIMOKRATIA,State,15
Michelogiannakis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Iraklio,15
Michos Nikolaos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Evia,15
Mitarachi Panagiotis (Notis) ,NEA DIMOKRATIA,Athens A,15
Mitropoulos Alexios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,15
Mitsotakis Kyriakos ,NEA DIMOKRATIA,Athens B,15
Moraitakis Alexandros ,NEA DIMOKRATIA,Athens A,15
Moraitis Athanasios (Thanos) ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,15
Moraitis Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Aitoloαkarnania,15
Moutsinas Parisis (Paris) ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Magnesia,15
Nerantzis Anastasios ,NEA DIMOKRATIA,Piraeus B,15
Nikolopoulos Nikolaos ,ANEXARTITOI ELLINES (Independent Hellenes),Achaia,15
Ntavlouros Athanasios ,NEA DIMOKRATIA,Achaia,15
Ntavris Georgios ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Achaia,15
Ntinopoulos Argyris ,NEA DIMOKRATIA,Athens B,15
Ntolios Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Evros,15
Oikonomou Vasileios ,INDEPENDENT,Attica,15
Orfanos Georgios ,NEA DIMOKRATIA,Thessaloniki A,15
Ouzounidis Marinos ,ANEXARTITOI ELLINES (Independent Hellenes),Evros,15
Ouzounidou Evgenia ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kozani,15
Pafilis Athanasios ,KOMMOUNISTIKO KOMMA ELLADAS,State,15
Panagiotaros Ilias ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens B,15
Panagiotopoulos Nikolaos ,NEA DIMOKRATIA,Kavala,15
Panagiotopoulos Panagiotis (Panos) Panagioti,NEA DIMOKRATIA,Athens B,15
Panagoulis Efstathios (Stathis) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Panousis Ioannis ,DHM.AR (Democratic Left),Athens A,15
Pantzas Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,15
Papadimitriou Gesthimani (Mania) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,15
Papadopoulos Michalis ,NEA DIMOKRATIA,Kozani,15
Papakosta - Sidiropoulou Aikaterini ,NEA DIMOKRATIA,Athens B,15
Papandreou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,15
Papariga Alexandra ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,15
Pappas Christos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),State,15
Parastatidis Theodoros ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Kilkis,15
Paschalidis Ioannis ,NEA DIMOKRATIA,Kavala,15
Patrianakou Fevronia ,NEA DIMOKRATIA,Lakonia,15
Pavlopoulos Prokopios ,NEA DIMOKRATIA,Athens A,15
Petrakos Athanasios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Messinia,15
Pipili Foteini ,NEA DIMOKRATIA,Athens A,15
Plakiotakis Ioannis ,NEA DIMOKRATIA,Lasithi,15
Plevris Athanasios ,NEA DIMOKRATIA,Athens A,15
Polydoras Vyron ,INDEPENDENT,Athens B,15
Psarianos Grigorios ,INDEPENDENT,Athens B,15
Psyrras Thomas ,DHM.AR (Democratic Left),Larissa,15
Rapti Eleni ,NEA DIMOKRATIA,Thessaloniki A,15
Repousi Maria ,DHM.AR (Democratic Left),Piraeus A,15
Rigas Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,15
Sachinidis Filippos ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,15
Salmas Marios ,NEA DIMOKRATIA,Aitoloαkarnania,15
Saltouros Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,15
Samaras Antonios ,NEA DIMOKRATIA,Messinia,15
Samoilis Stefanos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Corfu,15
Sampaziotis Dimitris ,NEA DIMOKRATIA,Messinia,15
Senetakis Maximos ,NEA DIMOKRATIA,Iraklio,15
Sifounakis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,15
Skandalidis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,15
Skondra Asimina ,NEA DIMOKRATIA,Karditsa,15
Skrekas Konstantinos ,NEA DIMOKRATIA,Trikala,15
Soldatos Theodoros ,NEA DIMOKRATIA,Lefkada,15
Staikouras Christos ,NEA DIMOKRATIA,Fthiotida,15
Stamenitis Dionysios ,NEA DIMOKRATIA,Pella,15
Stampouli Afroditi ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Serres,15
Stathakis Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Chania,15
Stathas Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Viotia,15
Stavrinoudi-Sodi Maria ,NEA DIMOKRATIA,Chios,15
Stratoulis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Stylianidis Evripidis ,NEA DIMOKRATIA,Rodopi,15
Stylios Georgios ,NEA DIMOKRATIA,Arta,15
Syrmalenios Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Cyclades,15
Tagaras Nikolaos ,NEA DIMOKRATIA,Korinthia,15
Taliadouros Spyridon ,NEA DIMOKRATIA,Karditsa,15
Tamilos Michail ,NEA DIMOKRATIA,Trikala,15
Tassoulas Constantine An.,NEA DIMOKRATIA,Ioannina,15
